51
1,-2,1,-1,1,-1641.82155781679
1,122,2,-1,1,0.00560057264558944
1,126,2,-1,1,127362.538090349
1,134,2,-1,1,-43945263.8131234
2,36,1,112,1,-5532968.5855945
2,52,1,64,1,-3549029.4904816
2,53,1,117,1,30256674.0772925
2,53,1,118,1,874.983587203891
2,53,1,126,1,610658.261210009
2,53,1,134,1,-69590313.3866453
2,54,1,117,1,51073273.1908806
2,54,1,122,1,-41.9939831523736
2,54,1,128,1,-6106.71014822256
2,68,1,112,1,-759581.031040953
2,74,1,112,1,38316.0924596465
2,76,1,120,1,-547435.466168993
2,76,1,122,1,-292.48348264511
2,76,1,125,1,6138504.29740289
2,76,1,126,1,-33709938.1387698
2,76,1,128,1,60765.3696364267
2,76,1,134,1,420907273.79371
2,77,1,120,1,-23.8423336044122
2,77,1,125,1,2981.97560354509
2,92,1,117,1,-34648961.4843267
2,92,1,126,1,-33482294.7989778
2,94,1,116,1,181.031466325164
2,94,1,124,1,202.061470876087
2,96,1,112,1,89462.1661180065
2,98,1,126,1,-24.1592663382122
2,99,1,112,1,-141999.712422858
2,105,1,117,1,-31374.4522019991
2,105,1,125,1,426.549424373539
2,105,1,126,1,-19479.9545719951
2,105,1,134,1,688878.586423013
2,113,1,126,1,668813.27053271
2,113,1,134,1,-408637.346815976
2,116,1,119,1,-2.64243334072385
2,116,1,134,1,-297860.134546587
2,117,1,122,1,15078.472649479
2,117,1,123,1,210733.942141091
2,117,1,128,1,-600546.800450589
2,118,1,132,1,122.095496113657
2,119,1,122,1,-0.190614101447244
2,119,1,125,1,-161.868751270305
2,119,1,127,1,5.89685014008488
2,123,1,126,1,5327.75484679185
2,126,1,127,1,99.9737158145695
2,126,1,130,1,-2276.37006353446
2,127,1,128,1,18.4718251992186
2,129,1,134,1,67678.745029821
2,130,1,134,1,-20927.9605563448
