126
1,-2,1,-1,1,13324.0774961744
1,1,1,-1,1,-11445.8407768909
1,1,2,-1,1,-1884.01494632794
1,119,2,-1,1,0.00138365496790343
1,122,2,-1,1,6.59159680558056e-07
1,123,2,-1,1,-0.441864272218124
1,125,2,-1,1,-13.1385772102289
1,128,2,-1,1,0.365229038849399
1,134,2,-1,1,-12544888.0077099
2,0,1,60,1,-538.640403723634
2,0,1,119,1,11.6612018648137
2,0,1,122,1,-0.365408804843004
2,0,1,127,1,-4.2483186905305
2,0,1,131,1,-2650.95104903833
2,3,1,99,1,0.690452986994126
2,4,1,56,1,-18.6879001908648
2,4,1,60,1,-445.451836608073
2,5,1,87,1,-12467.7371188857
2,5,1,113,1,-431.792063353777
2,5,1,116,1,-0.223535516853037
2,5,1,130,1,-1.49069885902588
2,5,1,134,1,48298.3887543934
2,6,1,53,1,393.30145560578
2,6,1,118,1,-3.65177178463516
2,6,1,120,1,7.7374434748011
2,6,1,122,1,-0.0576887718557766
2,6,1,125,1,-1.10377026703472
2,28,1,102,1,1.48468869514498
2,28,1,114,1,0.376235296108893
2,32,1,74,1,-0.00497153415572484
2,53,1,87,1,-180032.425439757
2,53,1,94,1,174.362402705133
2,53,1,118,1,63.6164477802773
2,53,1,119,1,7.88431806082092
2,53,1,123,1,32.3622208827072
2,53,1,124,1,160.635432620775
2,53,1,128,1,-0.0736500178959969
2,53,1,130,1,-61.8505193488137
2,54,1,76,1,8308.52611492655
2,54,1,117,1,24914.1315744498
2,54,1,119,1,-4.67707581670749
2,54,1,120,1,1111.33810433157
2,54,1,122,1,-1.57608698170654
2,54,1,123,1,190.18369041707
2,54,1,128,1,-244.751543205374
2,54,1,132,1,-53.3624280335411
2,55,1,87,1,-2535577.9399153
2,55,1,92,1,2018111.5419898
2,56,1,112,1,-264.716406928145
2,60,1,64,1,34.0276097042093
2,61,1,99,1,0.0742376052703239
2,68,1,87,1,-10396.3511695173
2,68,1,119,1,-4.07854686554398e-05
2,74,1,99,1,-0.000802467911629675
2,74,1,112,1,99.9543514276235
2,76,1,98,1,-2.81469009014713
2,76,1,120,1,-7947.97468697253
2,76,1,122,1,-10.3376385345559
2,76,1,123,1,77.7479162052804
2,76,1,124,1,-1412.07736412024
2,76,1,126,1,-11709.2388560629
2,76,1,128,1,789.968465998038
2,77,1,98,1,-0.000133875518825596
2,77,1,119,1,-0.00653491992962269
2,77,1,120,1,-0.0575254085697732
2,77,1,125,1,0.501510169238957
2,85,1,118,1,0.259552594404035
2,85,1,132,1,4.24927326350362
2,92,1,94,1,-3094.21125603738
2,92,1,122,1,18.7277112470303
2,92,1,124,1,-931.444645595482
2,92,1,131,1,-243548.525424288
2,92,1,134,1,-5137901.49392155
2,94,1,120,1,36.883902351234
2,94,1,124,1,5.66526639037762
2,94,1,125,1,-36.1397513662492
2,96,1,102,1,-0.0745346271809187
2,96,1,114,1,-3.14664399203722
2,98,1,118,1,-5.92966734946269e-06
2,98,1,128,1,0.00125471834994535
2,98,1,132,1,-0.00096479907708185
2,105,1,119,1,-0.0101384782421082
2,105,1,120,1,-0.0339041348408732
2,105,1,122,1,-0.00372687422193984
2,105,1,129,1,-0.00032538780668863
2,105,1,132,1,0.0628318530987464
2,112,1,119,1,124.309976111247
2,113,1,118,1,-31.2884211383089
2,113,1,119,1,4.63140381238757
2,113,1,122,1,-0.241893903645876
2,113,1,124,1,23.422796223158
2,113,1,125,1,848.247864096256
2,113,1,128,1,-122.118784057902
2,116,1,119,1,-0.0271836320443527
2,116,1,127,1,0.0412892557784934
2,117,1,122,1,14.8868653446553
2,117,1,128,1,-32.0662722976962
2,117,1,130,1,229.229053332821
2,118,1,122,1,0.000456521336094704
2,118,1,123,1,0.306047734984915
2,118,1,124,1,0.808679248333121
2,118,1,131,1,783.811590514239
2,118,1,134,1,1989.7649681189
2,119,1,120,1,-0.000423296109635489
2,119,1,134,1,-18.9986097673892
2,122,1,123,1,-0.0113869697206872
2,122,1,124,1,0.0326436968110396
2,122,1,126,1,-0.376272604410949
2,122,1,128,1,0.00178731136468562
2,122,1,132,1,0.00139002504834271
2,123,1,127,1,-1.30088177365917
2,123,1,128,1,1.52046999506953
2,123,1,130,1,0.427270068961472
2,123,1,132,1,0.135966290514961
2,124,1,132,1,0.16628791795112
2,125,1,126,1,-6.75207814657853
2,125,1,127,1,1.35208874758893
2,125,1,129,1,-35.9791877735816
2,125,1,130,1,2.70822251255413
2,125,1,132,1,2.06577173194064
2,126,1,127,1,54.9673987110557
2,126,1,130,1,8.03906344305029
2,126,1,132,1,0.8205425165542
2,127,1,128,1,0.0385866494807015
2,127,1,129,1,-1.31090007152432
2,128,1,129,1,2.42545589387342
